Company Name	Employee Count	Region Served
Orbitz	30277	USA, Japan
Oreck	15980	USA
Oreo	13567	Japan, China, Europe
Orica	8156	USA, Japan
Origin Energy	31650	Japan, China, Europe
Original Ranch	15625	India, Australia, Japan
Orion	17958	India
Orkin	19591	Japan, India, China
Orocobre	4865	India, Australia, Japan
Ortho Tri-Cyclen	9397	Europe, India, Australia
Orval	27322	Japan
Orville Redenbacher's	2646	India, Australia, Japan
Oscar Mayer	25026	India, Australia, Japan
OshKosh B'Gosh	6384	USA, Japan
Osim	23169	China
Osram	22609	Japan, India, China
Oster	27587	USA, India, Europe
Ottogi	5450	Japan
Our Clients	1526	India
Oust	23899	China
Outback	28296	USA, Australia, China
Outback Steakhouse	25835	Japan
Outblaze	6044	USA, Australia, China
Outlook	16028	USA, India, Europe
Ovaltine	19345	Europe, India, Australia
Overstock	12586	USA, Australia, China
Oxiclean	14100	Australia
Ozinode Technologies Pte Ltd	32667	Europe, India, Australia
P.F. Chang's	24342	Australia
PAK ân SAVE	1943	Europe, India, Australia
PARKnSHOP	18641	Japan
PBS	21434	Japan, China, Europe
PCCW	17934	Australia
PEZ	8040	India
PG&E Corp.	33708	India
PIPE Networks	24328	USA
PNC Financial	18808	Japan
POSCO	10643	India
PTT	10375	USA, Japan
PUMA	34300	Japan, India, China
PUR	29793	Japan, India, China
Pabst	8158	Japan, India, China
Pac-Man	14393	Japan
Pace Salsa	7930	USA, India, Europe
Pacific Coffee Company	34067	Japan, China, Europe
Pacific Star Network Limited	25991	Europe, India, Australia
Pacifica	21409	USA, Japan
Pacifico	13079	Japan, India, China
Pacsafe	7545	USA, Australia, China
Paddle Pop	28192	India
Padini	29597	Japan, China, Europe
Palm	33978	China
Pampers	26196	USA
Pams	9742	USA, Japan
PanAm Airlines	21756	Japan
Panadol	10341	China
Panalpina	21077	USA
Panasonic	30947	China
Panera Bread	26897	USA, Japan
Pantanal Linhas AÃ©reas	6064	India, Australia, Japan
Pantene	6448	India, Australia, Japan
Papa John's	25309	Europe, India, Australia
Papa Murphy's	28845	India
Paper Mate	10942	India
Paper Plus Group	625	Japan, China, Europe
Paramount	7300	USA, Japan
Park Avenue	15030	Japan, China, Europe
Parker Hannifin	32311	Japan, India, China
Parkson	29293	Australia
Parle	34844	Europe
Parmalat	28121	USA
Pascall	28131	Japan
Passat	9599	USA
Patagonia	26222	Australia
Patek Philippe	2775	India, Australia, Japan
Patrick Corporation	22149	Europe
Patron	31865	USA, India, Europe
Patties Bakery	24174	USA, India, Europe
Paul Mitchell	32769	Europe, India, Australia
Paulaner	5120	USA
Pauls	24241	India
Pavesi	30839	Europe
Pavilion	30128	Australia
Paxil	34760	Japan, China, Europe
PayDay	7033	Australia
Payless Entertainment	27087	India
Payless Shoe Source	34012	Australia
Pearl	20672	India
Pearl Vision	20803	Japan
Pearson	3451	India, Australia, Japan
Pedialyte	12676	USA, Australia, China
Pediasure	32372	China
Pedigree	23805	China
Pelargos	13120	Europe
Pennzoil	20993	India
Pentium	14661	USA, Japan
People Telecom	27911	USA
PeoplePC	14298	China
Pep Boys	1365	Japan
Pepcid	3759	Europe
Pepperidge Farm	1395	Japan, India, China
Pepsi	30526	India, Australia, Japan
Pepsodent	13664	Australia
Pepto-Bismol	3353	USA, Australia, China
Percocet	19917	USA
Pere Dodu	26592	Japan
Perfect 1864	2719	USA, Japan
Perkins	1109	Japan
Perkins Paste	24550	Australia
Pernod	27608	USA, India, Europe
Perodua	25917	Australia
Peroni	17781	Japan, India, China
Perrier	24374	USA, Australia, China
Persil	2205	USA, Australia, China
Pert	14041	Australia
PetMed Express	26040	Europe, India, Australia
Petco	7088	Japan
Peter Lehmann Wines	5845	Australia
Peter Pan	24555	Australia
Peters Ice Cream	19508	Japan, India, China
Petro Canada	22793	China
PetroChina	23478	Japan
Petrobras	29417	Japan
Petronas	23387	Japan
Petsmart	32211	Japan, India, China
Peugeot	15254	Japan, India, China
Pfizer	28186	Japan, China, Europe
Phat Farm	21832	USA, Australia, China
Philadelphia Cream Cheese	354	Australia
Philip Morris	15747	Europe, India, Australia
Philips	25398	USA, Australia, China
Phillips	5808	USA, India, Europe
Photoshop	19497	India, Australia, Japan
Physicians Formula	34658	Australia
Piaget	10256	USA, India, Europe
PicNet Pty Ltd	25041	China
Picaroons Traditional Ales	20382	China
Piggly Wiggly	25056	USA
Pillsbury	13744	India
Pilot	26852	India, Australia, Japan
Pine O Cleen	29663	USA, Japan
Pine-Sol	32560	Europe, India, Australia
Pineapple Lumps	12099	Europe
Ping An	11249	Europe, India, Australia
Pioneer	33610	USA, Australia, China
Piping	24869	Europe
PiratfÃ¶rlaget	13027	Australia
Pirelli	8089	Japan, China, Europe
Pirulin	14072	Europe
Pitsos	24434	USA
Pixar	8042	India, Australia, Japan
Pixy Stix	8760	Japan
Pizza 73	13497	India, Australia, Japan
Pizza Hut	14306	Japan
Pizza Pizza	9051	Australia
Pizza Rolls	27931	USA
Placemarkers	23432	USA, Australia, China
Planned Parenthood	20797	Australia
Planters	15693	China
Plavix	337	China
Play-Doh	5474	India
PlaySkool	27386	Japan
PlayStation	17632	India
Playboy	13251	Japan, India, China
Playtex	14183	India
Pledge	13407	India
Plus	10915	Europe, India, Australia
Plymouth	16882	India, Australia, Japan
Pokemon	816	USA, Australia, China
Polar	30511	USA, India, Europe
Polaroid	23035	Australia
Polly Pocket	17304	Australia
Polo Ralph Lauren	5291	USA, Australia, China
Pompui	16104	Australia
Pond's	18455	India
Pontiac	33846	Australia
Ponto Frio	8284	Japan, China, Europe
Pop Rocks	8267	Japan
Pop-Tarts	27776	USA, Japan
Popeyes	7597	India, Australia, Japan
Porr	20604	Japan
Porsche	11009	USA, Japan
Porta Potti	24979	Japan
Post-it	29333	USA, India, Europe
Pound Puppies	7381	Japan, China, Europe
Power Computers	22809	China
Power Corp of Canada	4527	Japan, China, Europe
PowerBar	15660	USA
Prada	28501	China
Praktiker	8523	Japan, India, China
Prego	33130	USA, Australia, China
Premier	13168	USA, Australia, China
Preparation H	34208	China
President	5936	Japan
President's Choice	3282	Australia
Priceline	8637	Europe, India, Australia
PricewaterhouseCoopers	29480	USA, Japan
Primelife	19495	USA, Australia, China
Princess Cruises	25528	Japan, India, China
Pro-Perspective	19424	Japan, India, China
Proactiv	31425	Japan, China, Europe
Procter & Gamble	28906	Japan, China, Europe
Product Naming	12569	India
Progressive	3065	USA
Progresso	32249	India
Project Eden	25862	USA, Japan
Promina Group Limited	251	Japan, India, China
Promise	28748	USA, Japan
Propel	9940	Japan, India, China
Propellerhead Software	23833	India
Proton Bank	19830	Japan, India, China
Proximus	7628	USA, Australia, China
Prozac	16609	Australia
Prudential	9881	Japan, China, Europe
Public Bank	3791	India, Australia, Japan
Publishers Clearing House	4930	Australia
Publix	31698	USA, Japan
Puffs	33259	India
Pull-Ups	26790	China
Pupa	18615	Japan
Purell	25053	USA
Purex	6091	Europe
Purina	26360	USA, Japan
PwC	29500	Australia
Pyrex	20217	USA, Australia, China
PÃ£o de AÃ§Ãºcar	14101	Europe, India, Australia
Q-tips	28691	Japan
QMI Solutions Limited	21295	China
QNX	10217	USA, Australia, China
QR	9281	India, Australia, Japan
QX56	17087	USA
Qantas	3334	USA, Australia, China
Qorison	7627	USA, Australia, China
Quake	10818	Europe
Quaker	9864	India
Qualcomm	29006	USA
Quality Bakers	16357	Australia
Quality Clotheslines	34163	Australia
Quality Inn	6153	Japan, China, Europe
Quantic Dream	33333	USA
Quattro	4686	China
Qubix Pty Ltd	20641	USA
Quebecor	16866	USA, Japan
Queiroz GalvÃ£	25913	Australia
Quest	25343	USA, Australia, China
Quick Books	2960	Japan, China, Europe
Quicken	15528	Japan
Quicksilver	13381	Australia
Quiksilver	15272	USA
Quilted Northern	34160	Europe
Quiznos	30094	USA, India, Europe
Qvale	2281	Japan, India, China
Qwest	27881	Europe, India, Australia
R. M. Williams	18372	Australia
RAZR	7119	Europe
RBS	23703	Australia
RCA	27503	India
RE/MAX	10377	USA, Japan
RHB Bank	26669	Japan, India, China
RL	582	USA, Australia, China
RTL	16915	USA, Japan
RVCA	17571	USA, India, Europe
RWE	21148	USA, Australia, China
RX330	5492	China
Rabobank	31810	Europe, India, Australia
Radeberger	7750	USA, Japan
Radio Shack	7849	Australia
Radisson	29703	USA
Ragstock	27673	India
Raid	10333	USA
Raiffesien Bank	3206	Europe, India, Australia
Rail Control Systems Australia	3350	China
Rail Infrastructure Corporation	20278	India, Australia, Japan
Rainbow Brite	3494	Europe, India, Australia
Raisinets	17298	Europe
Ram	27355	Europe
Ramsay Health Care	8544	Japan, China, Europe
Randstad	19127	USA, India, Europe
Range	13771	India, Australia, Japan
Ranger	8292	USA, India, Europe
Raoul	119	India, Australia, Japan
Rav4	24016	USA, Japan
Rawlings	10741	USA, India, Europe
Ray-Ban	24589	USA, Australia, China
Raymonds	13715	China
Rayovac	34302	Australia
Raytheon	21968	Japan
Reader's Digest	13279	Japan, India, China
Real	27954	China
Rebel	31496	India, Australia, Japan
Recaro	4665	India
Red Bull	11958	USA, India, Europe
Red Cross	30599	USA, Japan
Red Lobster	27044	USA, Australia, China
Red Robin	29708	USA
Red Rooster	29501	Japan, India, China
Red Rose Tea	1102	Japan, India, China
Reddi-wip	32449	Japan, India, China
Rede Record	33062	Japan
RedeTV!	27691	Japan, China, Europe
Redecard	20227	India
Redheads	1708	Australia
Redken	24654	Australia
Reebok	29717	Japan, China, Europe
Reef	32732	USA
Reese's	10320	Australia
Regent	8308	Japan, India, China
Reload	19770	China
Rembrandt	24605	USA
Remington	8025	Japan, India, China
Remy Martin	2087	Japan, China, Europe
Renault	3125	USA, Australia, China
Renner	12788	Australia
Renren	25806	Japan, India, China
Rent-A-Center	9840	USA
Repsol	19725	Japan
ResMed	29229	USA, Australia, China
Research in Motion	7549	USA, Australia, China
Resene	25268	USA, Australia, China
Retriever Communications	815	Japan, China, Europe
Reuters	1720	India
Revlon	34590	USA
Rewe	32259	Europe, India, Australia
Reynolds	22986	India
Reynolds Stockbrokers	10629	Europe, India, Australia
Rhapsody	20913	India
Ricard	23418	Australia
Rice Krispies	24729	Japan, India, China
Rice-A-Roni	6583	India
Rico Linhas AÃ©reas	27954	India
Ricoh	13176	India, Australia, Japan
Ricola	26346	India, Australia, Japan
Riesen	14195	Japan, China, Europe
Right Guard	13972	USA, India, Europe
Rimmel	12375	India
Rin	5636	Japan, India, China
RingkÃ¸bing Landbobank	1253	India
Rinker Group	28506	USA, Australia, China
Rio Tinto	27499	India
Rio Tinto Alcan	18747	Japan, China, Europe
Rio Tinto Group	11575	USA, Australia, China
Rip Curl	1781	Europe
Rit	793	USA, India, Europe
Ritalin	19698	China
Rite Aid	14216	Japan, China, Europe
Ritz	5500	Australia
Ritz-Carlton	20090	China
Rivers Australia	9479	Australia
Road Runner	28571	India
Roberto Cavalli	20428	China
Robin's Donuts	5181	Europe
Robitussin	29371	Europe
Rochefort	11408	USA, Australia, China
RockStar Energy Drink	27285	India, Australia, Japan
Rockport	27970	USA, India, Europe
Rodenbach	12152	Europe
Rogaine	31072	Japan, China, Europe
Rogers	9404	India
Rolaids	12513	China
Rolex	13676	Australia
Rollerblade	8305	Japan, India, China
Rolling Rock	34775	USA, India, Europe
Rolls-Royce	2245	Japan, China, Europe
Rolodex	16188	Australia
Roma	7587	USA, Australia, China
Roots Canada	4918	USA
Rose's	17050	India, Australia, Japan
Rosneft	447	Japan
Ross Stores	16603	Japan, China, Europe
Rossi Residencial	24645	India
Roundy's	23872	USA, India, Europe
Routan	21234	USA, Japan
Rover	32582	Japan, India, China
Rowenta	6250	China
Roxy	22456	USA, India, Europe
Roy Morgan Research	10511	USA, Japan
Royal BAM Group	32833	Japan, India, China
Royal Bank of Canada	8694	Japan
Royal Bank of Scotland	5991	China
Royal Caribbean	9209	India, Australia, Japan
Rubbermaid	33722	Australia
Ruby Tuesday	2810	USA, India, Europe
Ruffles	13701	Japan
Rummo	2280	Europe
Russel Stover	5800	USA, Japan
Ryanair	32017	USA, India, Europe
Ryman Healthcare	8509	USA, India, Europe
S. Pellegrino	16619	USA, Australia, China
S.T. Dupont	6982	USA, Japan
S40	30067	USA, Australia, China
SAO	16670	Europe
SAP	18659	Australia
SAS	7648	Europe
SBT	17782	Japan
SEAT	30779	Japan, China, Europe
SEB	24812	Japan, China, Europe
SES	1372	Japan, India, China
SF BIO	26540	Japan
SFR	23145	USA, Australia, China
SK Telecom	13993	Europe
SKC	4475	Japan, India, China
SKF	17922	Australia
SLK	6735	USA, Australia, China
SME Secrets	22751	China
SNS REAAL	6484	USA
SPAM	5682	USA, India, Europe
SPC Ardmona	21209	Japan, India, China
SPD Bank	34104	USA
SQM	27165	Japan, China, Europe
SRX	26767	Australia
STS	2587	USA, Australia, China
Saab	12335	China
Sabesp	24373	Australia
Safe Auto Insurance	18186	USA, Japan
Safeport Security	30897	Europe, India, Australia
Safety Australia	293	Japan
Safeway	16204	USA, Australia, China
Sainsbury's	24169	India
Saint-Gobain S.A.	32640	India
Saks Fifth Avenue	14197	Japan, India, China
SaltÃ¥ Kvarn	22717	USA
Salvatore Ferragamo	17201	Japan
Sam Adams	18690	Europe
Sam's Club	32130	India, Australia, Japan
Samboy	18998	USA, Japan
Samby	15933	Europe
Samsonite	34338	Europe
Samsung	1042	Japan, India, China
San Benedetto	33318	USA, Australia, China
SanDisk	26841	Europe
Sandals	26929	Australia
Sandman Hotels	18918	USA, Australia, China
Sandvik	30910	Europe
Sanford	22614	USA
Sanitarium	28833	USA, Japan
Sanofi-Aventis	8423	Australia
Santa Cerva	5646	China
Santa Fe Provincial Water	11017	Japan, India, China
Santa Isabel	25299	USA, India, Europe
Santal	20323	USA, Australia, China
Santander	1482	India
Sante	11363	USA
Santos	13515	USA, Australia, China
Sanyo	18458	USA, Japan
Sara Lee	11033	Europe
Saracakis	34936	India
Sarotti	12397	China
Sass & bide	14129	Japan, India, China
Saturn	12524	USA, India, Europe
Sausage Software	18542	Europe
Save-On-Foods	14173	USA, Australia, China
Schick	23444	USA, India, Europe
Schincoariol	5869	USA
Schindler	29018	Japan
Scholastic	31608	Japan, India, China
Schooner Lager	30613	India
Schwan's	15248	Europe, India, Australia
Schwarzkopf	21518	Japan, India, China
Schweppes	261	Japan
Schwinn	21916	USA, Australia, China
Science Diet	11157	Europe, India, Australia
Scion	9374	USA, Japan
Scooter Store	18513	Europe
Scotch	11686	Japan, China, Europe
Scotch-Brite	23122	USA, Australia, China
Scotchgard	34218	Europe, India, Australia
Scott	3695	India
Scottish and Southern Energy	22546	Australia
Scottrade	4033	USA, Australia, China
Scrabble	12207	India, Australia, Japan
Scrubbing Bubbles	34053	USA, Australia, China
Sea World	32937	Europe, India, Australia
Seagram's	25462	USA, Japan
Sealy	2312	USA
Seamless CMS	22499	Australia
Sean John	399	Australia
Sears	12161	India
Seasonale	20426	China
Sebring	15386	Europe, India, Australia
Second Cup	34760	Europe, India, Australia
Secret	12357	India, Australia, Japan
Sector 9	24945	Japan, China, Europe
Sectra	32281	USA, India, Europe
Sedona	3088	India
Seek Limited	3236	India
Select Comfort	29820	Europe
Selsun Blue	34919	China
Selters	32270	USA
Sensodyne	21630	Europe
Seoul Milk	7733	Japan, India, China
Sephora	18411	Japan, China, Europe
Septwolves	19783	Japan, India, China
Sequoia	8186	USA, India, Europe
Seratec Pty Ltd	27008	USA
Serta	7512	Japan, India, China
Sesame Street	2530	USA, India, Europe
Seven	22570	USA
Sfakianakis	24306	Japan, India, China
Shake ân Bake	20322	USA, Australia, China
Shane Co.	2569	Japan, India, China
Shanghai Tang	17944	Europe
Shangri-La	9057	Japan
Sharp	28278	USA, Australia, China
Sharper Image	17451	India, Australia, Japan
Sharpie	18276	Europe
Shell	19953	USA, Japan
Shell Canada	13557	India
Sheraton	19572	USA, India, Europe
Sherlock Holmes	5119	Japan
Sherrin	8943	USA, Japan
Sherwin-Williams	19231	India
Shimano	12820	USA
Shinhan Bank	24313	Japan, India, China
Shinsegae	12508	Japan, China, Europe
Shiseido	22340	Europe
Shivam Technologies	4479	USA, Australia, China
Shop Rite	11801	India
ShopNBC	29907	USA, Australia, China
Shopko	24244	USA, India, Europe
Shout	23589	China
Shuanghui	8864	India
Sidchrome	34779	India, Australia, Japan
Siemens	26547	India, Australia, Japan
Sienna	6741	USA
Siera Mist	9179	India
Sierra	9908	Europe
Sigma Company	22534	India, Australia, Japan
Silly Putty	14120	Japan
Silver Fern Farms	27930	Japan, China, Europe
Silverado	13903	Japan
Silverton Rail	3486	USA, India, Europe
Sime Darby	5710	Europe, India, Australia
Similac	11152	China
Simply Market	15894	USA, Japan
Simpson	24278	Europe, India, Australia
Sin Chew	11365	Japan, India, China
Sina	30011	Japan, China, Europe
SingTel	1100	India
Singapore Airlines	34841	USA, India, Europe
Singha	1069	USA, India, Europe
Singles	25455	USA, Japan
Sino Gold	3840	India, Australia, Japan
Sinopec	34035	Europe, India, Australia
Sirius	1240	USA
Six Apart	34964	USA, Japan
Six Flags	22326	India
Skechers	33902	India
Skin Food	18660	China
Skippy	27850	Japan, China, Europe
Skittles	24809	Japan, China, Europe
Skol	34807	Japan, India, China
Skycity Entertainment Group	34404	USA, Japan
Skype	4436	USA
Skyy	15678	India, Australia, Japan
Slater & Gordon	18123	USA, Australia, China
Sligro	28587	USA, India, Europe
Slim Jim	14036	USA, Japan
Slim-Fast	21055	Europe
SlimFast	14693	USA
Slinky	19160	Japan, India, China
Slumberland	21311	China
Slurpee	15992	India
Smacks	10963	India, Australia, Japan
Smart	25488	India, Australia, Japan
Smart Ones	18186	USA
Smart Start	5165	USA, Japan
SmartNS	31899	India, Australia, Japan
Smarties	14152	Europe
Smirnoff	8304	Japan, China, Europe
Smith & Wesson	22925	India
Smorgon Steel	26890	USA
Smucker's	6090	USA, Japan
Snack Brands Australia	30609	USA, Japan
Snack Pack	28010	Europe
SnackWell's	8509	India
Snapple	27404	Australia
Snappy Tom	4512	China
Snickers	9625	Europe, India, Australia
Snow	8778	USA
Snowy Hydro Limited	6667	USA
Snuggle	102	Europe, India, Australia
SoBe	13043	Japan
Socedad QuÃ­mica y Minera de Chile	34045	Australia
SociÃ©tÃ© GÃ©nÃ©rale	12225	Australia
Sodexo	3202	Australia
Soft 'n Gentle	14329	USA, India, Europe
Soft Batch	14513	Europe, India, Australia
Soft Scrub	22799	Japan, India, China
Softsoap	10545	Australia
Sohu	31881	India
Sokenbicha	14153	Europe, India, Australia
Solara	26309	Japan, India, China
Sole	3186	Japan, China, Europe
Sonata	21640	Japan, India, China
Sonera	15982	USA, Japan
Sonic	26387	Europe, India, Australia
Sonicare	32027	Australia
Sony	34254	USA, Australia, China
Soprole	21301	USA, Australia, China
Sorento	5556	USA, Japan
South Park	27413	India
Southern Comfort	12068	USA, India, Europe
Southern Cross	8622	USA
Southwest Airlines	24470	USA, India, Europe
Spa Espirit Group	16644	USA, India, Europe
Spaceframe Construction & Engineering	8588	Japan
SpaghettiOs	25781	USA, Japan
Spanx	8929	China
Spar Group	10792	USA, India, Europe
Spar Nord	8752	India, Australia, Japan
Sparco	21564	Japan, India, China
Spark Notes	8353	India, Australia, Japan
Special K	982	USA
Spectra	22593	USA, Japan
Speed Stick	32339	India
Speedo	19413	USA, Australia, China
Speedo International Limited	26319	USA
Speedwell bicycles	28774	USA, India, Europe
Spencer	11058	Australia
Spinbrush	34243	USA, India, Europe
Splenda	25680	USA, Japan
Splice	20732	Europe, India, Australia
Spoler	16183	India, Australia, Japan
Sportage	324	Australia
Sportmart	1152	India, Australia, Japan
Sports Authority	29752	Japan
Sports Illustrated	12510	India
Spotify	22141	India
Spray ân Wash	5234	Japan
Springland International	32021	Europe, India, Australia
Sprint	3150	USA, India, Europe
Sprite	7522	USA, Australia, China
Squirt	2502	Europe, India, Australia
St John	20874	China
St. George Bank	27746	Europe
St. Ive's	20258	Europe
Stain Stick	4099	China
StairMaster	19379	India
Staminade	19314	Japan
Standard Chartered	27184	USA
Stanley	18087	India
Stanley Black & Decker	27692	USA, Japan
Stanley Steemer	5374	Japan
Stanwell Corporation	15638	USA, India, Europe
Staples	22699	India
Star Channel	6519	USA, India, Europe
Star Wars	27970	India, Australia, Japan
Star-Kist	20260	China
StarHub	14388	USA, Australia, China
Starbucks	27497	Europe
Starburst	1639	USA, Australia, China
State	20799	Australia
State Farm	11119	Europe, India, Australia
Statesman	10258	USA, India, Europe
Steeden	15554	USA, Australia, China
Steel Reserve	337	Japan
Steelback Brewery	17617	USA
Stella Artois	15752	USA, Australia, China
Steve Madden	24556	Japan, India, China
Sticky Johnson	23148	India
Stihl	34295	India, Australia, Japan
Stop & shop	12882	Japan, China, Europe
Stora Enso	12842	India, Australia, Japan
Stouffer's	15247	Europe, India, Australia
Stove Top	5961	Europe, India, Australia
Strabag	23749	India, Australia, Japan
Straits Times	15188	India
Strategic Marine	20907	USA, India, Europe
Streets	32578	Japan, China, Europe
Stri-Dex	8505	USA, Australia, China
Stride	21061	Japan
SuJon Berries	16210	USA, Australia, China
Suave	3677	USA, India, Europe
Subaru	21109	USA, Japan
Subway	9815	China
Sucrets	28980	USA, India, Europe
Sudafed	26358	Japan, India, China
Sudzucker	26489	Australia
Suez Environnment	30608	India
Sun Chips	25812	Australia
Sun Life Financial Services	8543	Europe
Sunbeam	29350	USA, India, Europe
Sunbeam Australia	11973	Europe
Suncor Energy	16721	USA, Australia, China
Suncorp-Metway	16687	Japan
Suning	8823	Japan, China, Europe
Sunkist	14747	India, Australia, Japan
Sunlight	12745	USA, Japan
Sunny Delight	21101	Australia
Sunoco	13686	India
Sunsilk	19494	USA, Japan
Sunway City	27502	Japan
Super 8	29196	Europe
Super Bowl	20397	USA, Japan
Super Soaker	33644	Japan
SuperAmerica	6757	USA, India, Europe
Supertest Petroleum	34042	USA, Japan
Supervalu	1448	Japan
Sure	32163	Japan, India, China
Suzano Papel e Celulose	5790	USA, Australia, China
Suzuki	24442	USA, Japan
Svenska Handelsbanken	23384	Australia
Swan Brewery	34443	Europe
Swanndri	18788	China
Swanson	23311	USA, India, Europe
Swarovski	11712	Japan
Swatch	13972	Japan, China, Europe
Swedbank	17877	India
Swedish Fish	34707	Japan, India, China
Sweet'n Low	26231	India
Swiffer	23711	India, Australia, Japan
Swiss Army	3100	Japan
Swiss Reinsurance Company Ltd	26149	USA
Sydbank	17693	Europe, India, Australia
Sydney Ferries Corporation	2040	Australia
Sydney Water	25514	Japan
Sylvan Learning Center	23523	USA
Sylvania	30446	Europe
Syngenta	5994	India, Australia, Japan
Synnex	2231	India
T Rowe Price	16080	USA, Japan
T-Mobile	32550	China
T-Systems	4626	Japan
T.G.I. Friday's	20760	USA, India, Europe
T.J. Maxx	19931	India
TAA-Australian Airlines	9786	India, Australia, Japan
TAM Airlines	33265	Japan, India, China
TBS	31010	USA
TCell	26526	USA, Japan
TDC	34084	Japan
TELUS	2453	Japan
TI-nspire	12846	Europe, India, Australia
TIM	6256	Japan, China, Europe
TJ Maxx	25624	Europe
TJX	20746	Australia
TKH Group	32419	USA, Australia, China
TLC	6203	USA, India, Europe
TNT	10945	India, Australia, Japan
TNT Express	27331	Japan, India, China
TOM Group	29689	USA
TOZ Rum	24186	Australia
TUI Group	32523	China
TV Cultura	5464	India, Australia, Japan
TV Guide	2514	India
TV3	15027	India, Australia, Japan
TV5 Monde	2873	Japan, India, China
TVN	21531	Japan, China, Europe
TVS	26238	Japan, India, China
TWA	30276	Europe
TWG Tea Company	18760	Japan, India, China
Tabasco	31846	Europe, India, Australia
Tabcorp Holdings	6414	China
Taco Bell	16838	USA, Japan
Tacoma	16240	USA
Tagline Development	27757	India
Tagline Research	19324	Japan, China, Europe
Taglines and Slogans	18015	Europe, India, Australia
Tahiti Village	18382	USA, India, Europe
Tahoe	9152	Australia
Taj	25520	Japan, India, China
Taj Mahal Tea	34716	India, Australia, Japan
Take5	18960	India
Talbots	11823	USA, India, Europe
Talisman Energy	9641	USA, India, Europe
Tally-Ho	24835	China
Tang	28756	Europe
Tangy Fruits	33851	USA
Tanishq	3630	India
Tanqueray	12455	Australia
Tarax	18205	Japan, India, China
Target	24916	India, Australia, Japan
Target Market Focused	27988	Japan
Tarocash	225	Europe, India, Australia
Taster's Choice	15890	Japan, India, China
Tata	3533	India
Tatyo	14684	India, Australia, Japan
Taurus	25814	Australia
Tchibo	23621	China
Team and Concepts Limited	25015	USA, Japan
Technicolor	23443	Europe, India, Australia
Teck Cominco	8420	China
Tectoy	24005	Europe, India, Australia
Tefal	10150	USA, India, Europe
Teflon	29818	USA, Australia, China
Tegel Foods	30056	Japan, China, Europe
Telcel	21638	USA, Japan
Tele3	11998	India, Australia, Japan
Telecom Argentina STET	17854	Australia
Telecom Italia Mobile	26343	Europe
Teleflora	30690	Japan, India, China
Telefonica	7613	India
Telefonica de Argentina	26613	Japan, India, China
Telegraaf Media Groep	14248	USA, Japan
Telekom Austria	25337	India
Telenet	22852	India, Australia, Japan
Telenor	17469	Europe
Telequartz	2223	USA, India, Europe
Telesp	381	Japan
Telia	14682	Australia
Telstra	5513	USA, India, Europe
Temax	10601	Australia
TempurPedic	28782	Japan
Tenaris	30759	India
Tencent	18832	USA, India, Europe
Tenix Defence	11452	USA, Australia, China
Terinum	4345	Europe
Terminix	28750	USA
Terrazas Reserva	10601	Japan, China, Europe
Tesco	9132	India
Teva	17566	USA
Texaco	9945	Japan
Texas Instruments	1118	USA, Australia, China
Textron	5904	Japan, China, Europe
Thai Express	4837	India
Thales	21478	USA
The Buckle	16363	Japan
The HR Department	11214	India
The North Face	21510	India, Australia, Japan
The Oriental Bangkok	18098	Japan, India, China
The Peninsula	15204	Japan, India, China
The Professional Couriers	22859	India
The Star	26690	Europe
The Warehouse	12056	USA, Japan
The Y	4503	Australia
The Yellow Pages	10536	USA
Theraflu	29707	Japan, China, Europe
Thermacare	17294	USA, India, Europe
Thermos	34765	Europe, India, Australia
Thesaurus.com	18212	USA, India, Europe
Thighmaster	17348	Australia
ThinkPad	13188	India
Thins	5179	India, Australia, Japan
Thomasville	12881	USA
Thomson	15626	Japan, India, China
Thomson Reuters	689	USA, India, Europe
Three Threes	11262	Japan, China, Europe
Thums Up	33029	China
ThyssenKrupp	31340	Europe, India, Australia
TiVo	2617	Japan, India, China
Tia Supermercados	25352	India, Australia, Japan
Tic Tac	5400	USA, Australia, China
Ticketmaster	14596	Japan
Tide	23778	USA, Japan
Tidy Cats	24980	India, Australia, Japan
Tiffany & Co.	15211	USA, Japan
Tilex	22769	Europe
Tim Hortons	11952	USA, Australia, China
Tim Tam	5094	China
Timberland	4234	Japan, China, Europe
Time	30236	USA, Australia, China
Time Warner	26899	Japan, India, China
Timex	14185	India
Tiny Teddy	22758	Europe
Tip Top Bakeries	3951	China
Tipco	14462	India, Australia, Japan
Tiscali	21194	Japan, India, China
Tissot	3932	USA, India, Europe
Titan	8813	Japan, China, Europe
To Vima	7568	Japan
Toblerone	4145	USA, India, Europe
Toll Holdings	8254	USA, India, Europe
Toll House	10846	Japan, China, Europe
Tom Tailor	236	Japan, China, Europe
Tom Tom	23840	Europe, India, Australia
TomTom	9836	USA
Tommy Hilfiger	24536	Europe
Tong Ren Tang	27955	Europe
Tonka	21429	Australia
Tony Roma's	33215	USA, Australia, China
Tooheys Brewery	22647	USA, Australia, China
Tooheys Extra Dry	7643	Japan, India, China
Tooheys New	6286	Europe
Tooheys Old	29253	China
Tooheys Pils	24818	Australia
Tootsie Roll	5319	India, Australia, Japan
Toronto-Dominion Bank	4466	USA, India, Europe
Toshiba	24660	Japan, India, China
Tostitos	26530	USA, Japan
Total	28319	USA
Total Linhas AÃ©reas	15422	USA, India, Europe
Total Peripherals Group	10634	Japan, India, China
Totino's	28865	USA, Japan
Town	9712	India
Town House	30050	China
