Company Name,Status,User Email,conversion_probability
The Network Chef,Nurturing,Reply@The Network Chef.com,0.08
Stihl,New,Reply@Stihl.com,0.08
The Jolly Farmer,Referral,Reply@The Jolly Farmer.com,0.08
Armada,Nurturing,Reply@Armada.com,0.08
ICICI Bank,Closed-Lost,Reply@ICICI Bank.com,0.08
Bubble Wrap,Closed-Lost,Reply@Bubble Wrap.com,0.08
Golden Harvest,Warm ,Reply@Golden Harvest.com,0.08
Monster.com,On-hold,Reply@Monster.com.com,0.08
Triscuits,Nurturing,Reply@Triscuits.com,0.08
9-5,Warm ,Reply@45540.com,0.08
GM,On-hold,Reply@GM.com,0.08
Vale,Proposal Sent,Reply@Vale.com,0.08
George Foreman,On-hold,Reply@George Foreman.com,0.08
Global Linguistics,Closed-Lost,Reply@Global Linguistics.com,0.08
U.S. Navy,Cold,Reply@U.S. Navy.com,0.08
Moosehead Brewery,Proposal Sent,Reply@Moosehead Brewery.com,0.08
84 Lumber,Warm ,Reply@84 Lumber.com,0.08
Transitions Lenses,Nurturing,Reply@Transitions Lenses.com,0.078
Raoul,Cold,Reply@Raoul.com,0.07666666666666667
AES Corporation,Negotiation,Reply@AES Corporation.com,0.07666666666666667
Boots,Qualified,Reply@Boots.com,0.07666666666666666
Mini Wheats,Qualified,Reply@Mini Wheats.com,0.07666666666666666
Advil,Reengaged,Reply@Advil.com,0.076
Jimmy John's,Cold,Reply@Jimmy John's.com,0.0757142857142857
Klipsch Audio Technologies,Closed-Lost,Reply@Klipsch Audio Technologies.com,0.0757142857142857
La-Z-Boy,Disqualified,Reply@La-Z-Boy.com,0.075
Adobe,On-hold,Reply@Adobe.com,0.07
Group O,Proposal Sent,Reply@Group O.com,0.07
Charmin,Closed-Lost,Reply@Charmin.com,0.07
CAP Gemini,New,Reply@CAP Gemini.com,0.07
"Yum! Brands, Inc.",In Progress,"Reply@Yum! Brands, Inc..com",0.07
Aerogard,In Progress,Reply@Aerogard.com,0.07
Warner Bros. Entertainment,Closed-Lost,Reply@Warner Bros. Entertainment.com,0.07
Avis,In Progress,Reply@Avis.com,0.07
Kerr-McGee,In Progress,Reply@Kerr-McGee.com,0.07
Amazon.com,Nurturing,Reply@Amazon.com.com,0.07
Fairchild Semiconductor,Referral,Reply@Fairchild Semiconductor.com,0.07
Giant Food,Qualified,Reply@Giant Food.com,0.07
Bunnings,Cold,Reply@Bunnings.com,0.07
Ambien,On-hold,Reply@Ambien.com,0.07
Ajinomoto,On-hold,Reply@Ajinomoto.com,0.07
9,Negotiation,Reply@9.com,0.07
Calpine,Nurturing,Reply@Calpine.com,0.07
About Us,Nurturing,Reply@About Us.com,0.07
Brach's,In Progress,Reply@Brach's.com,0.07
Blue Cross,Negotiation,Reply@Blue Cross.com,0.07
Blancpain,Disqualified,Reply@Blancpain.com,0.07
Towers Perrin,Referral,Reply@Towers Perrin.com,0.07
8th Continent Soymilk,Proposal Sent,Reply@8th Continent Soymilk.com,0.07
Allens,In Progress,Reply@Allens.com,0.07
General Dynamics,Nurturing,Reply@General Dynamics.com,0.07
Emerson Electric Company,New,Reply@Emerson Electric Company.com,0.07
Aqua Net,Qualified,Reply@Aqua Net.com,0.07
Air Jordan,Disqualified,Reply@Air Jordan.com,0.07
Bright,Qualified,Reply@Bright.com,0.07
"Sun Microsystems, Inc.",Qualified,"Reply@Sun Microsystems, Inc..com",0.07
Electronic Arts,Proposal Sent,Reply@Electronic Arts.com,0.07
Acrobat,Negotiation,Reply@Acrobat.com,0.07
Lumencraft,Cold,Reply@Lumencraft.com,0.07
Bud Light,Closed-Lost,Reply@Bud Light.com,0.07
Bitburger,Nurturing,Reply@Bitburger.com,0.07
ÃBB,Nurturing,Reply@ÃBB.com,0.07
Kurzweil Educational Systems,Warm ,Reply@Kurzweil Educational Systems.com,0.07
House of Gas,Negotiation,Reply@House of Gas.com,0.07
Scrabble,Negotiation,Reply@Scrabble.com,0.07
LIC,Closed-Lost,Reply@LIC.com,0.07
Krazy Glue,Cold,Reply@Krazy Glue.com,0.07
Life Map Planners,Proposal Sent,Reply@Life Map Planners.com,0.07
Seagram's,Negotiation,Reply@Seagram's.com,0.07
Sherrin,Cold,Reply@Sherrin.com,0.07
Silverado,In Progress,Reply@Silverado.com,0.07
Jabra,Qualified,Reply@Jabra.com,0.07
Skittles,Proposal Sent,Reply@Skittles.com,0.07
Inspiration,Negotiation,Reply@Inspiration.com,0.07
Indian Oil Corporation,Nurturing,Reply@Indian Oil Corporation.com,0.07
Snack Pack,Contacted,Reply@Snack Pack.com,0.07
Homedics,On-hold,Reply@Homedics.com,0.07
TWA,Warm ,Reply@TWA.com,0.07
Multi Tech Development,Referral,Reply@Multi Tech Development.com,0.07
Hofer,Referral,Reply@Hofer.com,0.07
Sucrets,Cold,Reply@Sucrets.com,0.07
Sunbeam,Qualified,Reply@Sunbeam.com,0.07
Henry Jones IXL,Warm ,Reply@Henry Jones IXL.com,0.07
Gold Leaf Garden Management,Contacted,Reply@Gold Leaf Garden Management.com,0.07
Kohler Company,Negotiation,Reply@Kohler Company.com,0.07
Health2000,Closed-Lost,Reply@Health2000.com,0.07
Head & Shoulders,Cold,Reply@Head & Shoulders.com,0.07
HSBC,Disqualified,Reply@HSBC.com,0.07
T-Mobile,Negotiation,Reply@T-Mobile.com,0.07
Grupo Schincariol,Referral,Reply@Grupo Schincariol.com,0.07
System Star Solutions,Closed-Lost,Reply@System Star Solutions.com,0.07
Suadela Investment,Referral,Reply@Suadela Investment.com,0.07
Li & Fung,On-hold,Reply@Li & Fung.com,0.07
Liquid Paper,Qualified,Reply@Liquid Paper.com,0.07
Pelargos,In Progress,Reply@Pelargos.com,0.07
Osram,Nurturing,Reply@Osram.com,0.07
OneSteel,Contacted,Reply@OneSteel.com,0.07
Perkins,Proposal Sent,Reply@Perkins.com,0.07
Newcastle Port Corporation,Qualified,Reply@Newcastle Port Corporation.com,0.07
Planned Parenthood,Cold,Reply@Planned Parenthood.com,0.07
Pond's,Reengaged,Reply@Pond's.com,0.07
Nastro Azzuro,Warm ,Reply@Nastro Azzuro.com,0.07
Merrymaking,New,Reply@Merrymaking.com,0.07
NASCAR,Nurturing,Reply@NASCAR.com,0.07
Multiplex,Warm ,Reply@Multiplex.com,0.07
Mr. Juicy,Negotiation,Reply@Mr. Juicy.com,0.07
Motrin,In Progress,Reply@Motrin.com,0.07
Rainbow Brite,Qualified,Reply@Rainbow Brite.com,0.07
Regent,Referral,Reply@Regent.com,0.07
Remy Martin,Cold,Reply@Remy Martin.com,0.07
Riesen,Qualified,Reply@Riesen.com,0.07
Mine Site Technologies Pty Ltd,Warm ,Reply@Mine Site Technologies Pty Ltd.com,0.07
Ritz,Disqualified,Reply@Ritz.com,0.07
SES,Negotiation,Reply@SES.com,0.07
McAfee,Referral,Reply@McAfee.com,0.07
Mamonde,Nurturing,Reply@Mamonde.com,0.07
Sanofi-Aventis,In Progress,Reply@Sanofi-Aventis.com,0.07
Schooner Lager,Proposal Sent,Reply@Schooner Lager.com,0.07
Locatelli,Nurturing,Reply@Locatelli.com,0.07
Alliant Techsystems,Proposal Sent,Reply@Alliant Techsystems.com,0.07
Pavesi,On-hold,Reply@Pavesi.com,0.07
Tagline Research,Cold,Reply@Tagline Research.com,0.07
Cub Foods,Proposal Sent,Reply@Cub Foods.com,0.07
Wienerberger,Cold,Reply@Wienerberger.com,0.07
Yili,Disqualified,Reply@Yili.com,0.07
Colorado,New,Reply@Colorado.com,0.07
Yanjing Beer,In Progress,Reply@Yanjing Beer.com,0.07
Atlas Realty,Negotiation,Reply@Atlas Realty.com,0.07
Falabella,Reengaged,Reply@Falabella.com,0.07
Countdown,Warm ,Reply@Countdown.com,0.07
Xcel Energy,Referral,Reply@Xcel Energy.com,0.07
Ugg Boots,Contacted,Reply@Ugg Boots.com,0.07
YouTube,Proposal Sent,Reply@YouTube.com,0.07
Disaronno,On-hold,Reply@Disaronno.com,0.07
Dragonair,Referral,Reply@Dragonair.com,0.07
Uncle Toby's,Nurturing,Reply@Uncle Toby's.com,0.07
VTR,Proposal Sent,Reply@VTR.com,0.07
Tanqueray,Qualified,Reply@Tanqueray.com,0.07
Valvoline,In Progress,Reply@Valvoline.com,0.07
Asian Solutions,On-hold,Reply@Asian Solutions.com,0.07
DHL,Contacted,Reply@DHL.com,0.07
First Response,Qualified,Reply@First Response.com,0.07
Dabur,Reengaged,Reply@Dabur.com,0.07
Cindor,New,Reply@Cindor.com,0.07
Amazon.com,Warm ,Reply@Amazon.com.com,0.07
Good & Plenty,Contacted,Reply@Good & Plenty.com,0.07
Glade,On-hold,Reply@Glade.com,0.07
Zantac,Negotiation,Reply@Zantac.com,0.07
Boston Acoustics,On-hold,Reply@Boston Acoustics.com,0.07
Toronto-Dominion Bank,Proposal Sent,Reply@Toronto-Dominion Bank.com,0.07
Bosch Brewing Company,Cold,Reply@Bosch Brewing Company.com,0.07
Totino's,Nurturing,Reply@Totino's.com,0.07
Earthworks Garden Kare,Referral,Reply@Earthworks Garden Kare.com,0.07
Troller,Cold,Reply@Troller.com,0.07
TiVo,In Progress,Reply@TiVo.com,0.07
iTunes,Disqualified,Reply@iTunes.com,0.07
Envirotecture Design Service,Proposal Sent,Reply@Envirotecture Design Service.com,0.07
Ariston,Disqualified,Reply@Ariston.com,0.0675
X3M,Reengaged,Reply@X3M.com,0.06749999999999999
The Coca-Cola Company,Negotiation,Reply@The Coca-Cola Company.com,0.065
Mango,On-hold,Reply@Mango.com,0.065
T.J. Maxx,Negotiation,Reply@T.J. Maxx.com,0.065
Hoveround,Cold,Reply@Hoveround.com,0.065
Korres,Referral,Reply@Korres.com,0.065
UGG,Contacted,Reply@UGG.com,0.065
Carnini,Reengaged,Reply@Carnini.com,0.065
Liberty,Disqualified,Reply@Liberty.com,0.065
Gigabyte,Nurturing,Reply@Gigabyte.com,0.06333333333333334
Chevron,Cold,Reply@Chevron.com,0.06166666666666667
Chevron,Reengaged,Reply@Chevron.com,0.06166666666666667
PwC,Closed-Lost,Reply@PwC.com,0.06
Woolite,In Progress,Reply@Woolite.com,0.06
Ranger,In Progress,Reply@Ranger.com,0.06
Absolut,Reengaged,Reply@Absolut.com,0.06
President,Nurturing,Reply@President.com,0.06
Pontiac,In Progress,Reply@Pontiac.com,0.06
Peroni,Qualified,Reply@Peroni.com,0.06
Perfect 1864,Proposal Sent,Reply@Perfect 1864.com,0.06
NCR Corporation,Negotiation,Reply@NCR Corporation.com,0.06
"Staples, Inc.",Contacted,"Reply@Staples, Inc..com",0.06
SK Telecom,Warm ,Reply@SK Telecom.com,0.06
ASM International,On-hold,Reply@ASM International.com,0.06
Supertest Petroleum,Negotiation,Reply@Supertest Petroleum.com,0.06
Suning,Negotiation,Reply@Suning.com,0.06
Tonka,Cold,Reply@Tonka.com,0.06
U.S. Robotics,Referral,Reply@U.S. Robotics.com,0.06
Total Linhas AÃ©reas,Negotiation,Reply@Total Linhas AÃ©reas.com,0.06
Speedwell bicycles,Contacted,Reply@Speedwell bicycles.com,0.06
Spark Notes,Qualified,Reply@Spark Notes.com,0.06
Spar Group,Qualified,Reply@Spar Group.com,0.06
Soft 'n Gentle,Reengaged,Reply@Soft 'n Gentle.com,0.06
Smart Ones,On-hold,Reply@Smart Ones.com,0.06
Smart,New,Reply@Smart.com,0.06
Twingly,Qualified,Reply@Twingly.com,0.06
5 Second,On-hold,Reply@5 Second.com,0.06
U.S. Air Force,Referral,Reply@U.S. Air Force.com,0.06
Skyy,Reengaged,Reply@Skyy.com,0.06
Skin Food,New,Reply@Skin Food.com,0.06
Simply Market,Qualified,Reply@Simply Market.com,0.06
USPS,Negotiation,Reply@USPS.com,0.06
Sesame Street,Warm ,Reply@Sesame Street.com,0.06
Second Cup,Disqualified,Reply@Second Cup.com,0.06
Ultrapar,On-hold,Reply@Ultrapar.com,0.06
Schweppes,Cold,Reply@Schweppes.com,0.06
Sprint Nextel Corporation,Qualified,Reply@Sprint Nextel Corporation.com,0.06
AGL Energy,Nurturing,Reply@AGL Energy.com,0.06
Soyo Group,Contacted,Reply@Soyo Group.com,0.06
Varig,Qualified,Reply@Varig.com,0.06
AMI,On-hold,Reply@AMI.com,0.06
State,Warm ,Reply@State.com,0.06
Chorus Call Australia,In Progress,Reply@Chorus Call Australia.com,0.06
Patron,Nurturing,Reply@Patron.com,0.06
Good Housekeeping,In Progress,Reply@Good Housekeeping.com,0.06
"Burns, Philp & Company Ltd.",Closed-Lost,"Reply@Burns, Philp & Company Ltd..com",0.06
Fantastik,Proposal Sent,Reply@Fantastik.com,0.06
Florida Orange Juice,On-hold,Reply@Florida Orange Juice.com,0.06
Fosters,Referral,Reply@Fosters.com,0.06
Four'N Twenty Pie,Proposal Sent,Reply@Four'N Twenty Pie.com,0.06
Gammon Construction,Qualified,Reply@Gammon Construction.com,0.06
Brequet,Nurturing,Reply@Brequet.com,0.06
Glad,Disqualified,Reply@Glad.com,0.06
Brawny,Negotiation,Reply@Brawny.com,0.06
GranTurismo,Referral,Reply@GranTurismo.com,0.06
Parker Hannifin,In Progress,Reply@Parker Hannifin.com,0.06
Gree,Warm ,Reply@Gree.com,0.06
Borealis,Contacted,Reply@Borealis.com,0.06
Gregg's,Qualified,Reply@Gregg's.com,0.06
Bob's,On-hold,Reply@Bob's.com,0.06
Boag's Brewery,Referral,Reply@Boag's Brewery.com,0.06
Harry Rosen,Qualified,Reply@Harry Rosen.com,0.06
Blow Pop,On-hold,Reply@Blow Pop.com,0.06
Heinz,Disqualified,Reply@Heinz.com,0.06
Himalaya,Disqualified,Reply@Himalaya.com,0.06
Busscar,Reengaged,Reply@Busscar.com,0.06
Engin,Disqualified,Reply@Engin.com,0.06
CHEP,Warm ,Reply@CHEP.com,0.06
EFG Bank,Negotiation,Reply@EFG Bank.com,0.06
Cheesecake Factory,On-hold,Reply@Cheesecake Factory.com,0.06
Cheer,Closed-Lost,Reply@Cheer.com,0.06
Colavita,Contacted,Reply@Colavita.com,0.06
Colonia,Nurturing,Reply@Colonia.com,0.06
Commonwealth Bank,Closed-Lost,Reply@Commonwealth Bank.com,0.06
Cerruti,Negotiation,Reply@Cerruti.com,0.06
Cummins,On-hold,Reply@Cummins.com,0.06
Celebrity Cruises,Qualified,Reply@Celebrity Cruises.com,0.06
Daikin,In Progress,Reply@Daikin.com,0.06
David Jones Limited,Qualified,Reply@David Jones Limited.com,0.06
Del Monte,In Progress,Reply@Del Monte.com,0.06
Diaper Genie,New,Reply@Diaper Genie.com,0.06
Discount Tire,Negotiation,Reply@Discount Tire.com,0.06
Domino's Pizza,On-hold,Reply@Domino's Pizza.com,0.06
Captain Morgan,Reengaged,Reply@Captain Morgan.com,0.06
Capri Sun,Disqualified,Reply@Capri Sun.com,0.06
Dorf Clark Industries Limited,New,Reply@Dorf Clark Industries Limited.com,0.06
Doublemint,New,Reply@Doublemint.com,0.06
Campari,Closed-Lost,Reply@Campari.com,0.06
Big Lots,Proposal Sent,Reply@Big Lots.com,0.06
Benjamin Moore,Qualified,Reply@Benjamin Moore.com,0.06
Hostess,Warm ,Reply@Hostess.com,0.06
L'Occitane,Reengaged,Reply@L'Occitane.com,0.06
Asiana Airlines,Cold,Reply@Asiana Airlines.com,0.06
Marshall Fields,Disqualified,Reply@Marshall Fields.com,0.06
Mercadona,Proposal Sent,Reply@Mercadona.com,0.06
Chex,Reengaged,Reply@Chex.com,0.06
Mini Cooper,Proposal Sent,Reply@Mini Cooper.com,0.06
Molson Export,In Progress,Reply@Molson Export.com,0.06
Mondetta Clothing Company,Proposal Sent,Reply@Mondetta Clothing Company.com,0.06
Annedd'ale,Nurturing,Reply@Annedd'ale.com,0.06
Anheuser-Busch,In Progress,Reply@Anheuser-Busch.com,0.06
Monsterpro MotorBikes,Proposal Sent,Reply@Monsterpro MotorBikes.com,0.06
MÃ¡quina de Vendas,Qualified,Reply@MÃ¡quina de Vendas.com,0.06
Naraya,Contacted,Reply@Naraya.com,0.06
National Australia Bank,Reengaged,Reply@National Australia Bank.com,0.06
Neoplan,Closed-Lost,Reply@Neoplan.com,0.06
Alinta Gas,New,Reply@Alinta Gas.com,0.06
Alibaba,Referral,Reply@Alibaba.com,0.06
Nova Schin,Warm ,Reply@Nova Schin.com,0.06
Oil of Olay,On-hold,Reply@Oil of Olay.com,0.06
Pace Salsa,Disqualified,Reply@Pace Salsa.com,0.06
Magic,Referral,Reply@Magic.com,0.06
Lux,Closed-Lost,Reply@Lux.com,0.06
Bell Atlantic,Nurturing,Reply@Bell Atlantic.com,0.06
Australian Ethanol Limited,On-hold,Reply@Australian Ethanol Limited.com,0.06
Beeline,Disqualified,Reply@Beeline.com,0.06
Bebe,Referral,Reply@Bebe.com,0.06
Beaver Buzz,In Progress,Reply@Beaver Buzz.com,0.06
Hublot,Referral,Reply@Hublot.com,0.06
IOOF Funds,On-hold,Reply@IOOF Funds.com,0.06
IOPE,In Progress,Reply@IOPE.com,0.06
Infiniti,Closed-Lost,Reply@Infiniti.com,0.06
J.Crew,Contacted,Reply@J.Crew.com,0.06
Baby Bjorn,New,Reply@Baby Bjorn.com,0.06
Jim Beam,Negotiation,Reply@Jim Beam.com,0.06
Johnson Controls,New,Reply@Johnson Controls.com,0.06
Just For Men,In Progress,Reply@Just For Men.com,0.06
BAE Systems Australia,Cold,Reply@BAE Systems Australia.com,0.06
Kapiti Fine Foods,Nurturing,Reply@Kapiti Fine Foods.com,0.06
Aviva,Closed-Lost,Reply@Aviva.com,0.06
King Snedley's Beer,Cold,Reply@King Snedley's Beer.com,0.06
Kokanee Beer,Negotiation,Reply@Kokanee Beer.com,0.06
Land Rover,Nurturing,Reply@Land Rover.com,0.06
Lexus,Proposal Sent,Reply@Lexus.com,0.06
Mervyn's,Reengaged,Reply@Mervyn's.com,0.06
Firestone,New,Reply@Firestone.com,0.06
Bonanza Produce Stores,Closed-Lost,Reply@Bonanza Produce Stores.com,0.06
Alexander & Baldwin,Disqualified,Reply@Alexander & Baldwin.com,0.06
Federal National Mortgage Association,Disqualified,Reply@Federal National Mortgage Association.com,0.06
Magna Consulting,Qualified,Reply@Magna Consulting.com,0.06
Dun Rite Lawn Care,Disqualified,Reply@Dun Rite Lawn Care.com,0.06
ABM Industries,Contacted,Reply@ABM Industries.com,0.06
Fisker Automotive,Qualified,Reply@Fisker Automotive.com,0.06
Adaptabiz,Qualified,Reply@Adaptabiz.com,0.06
Adaptec,On-hold,Reply@Adaptec.com,0.06
New World Realty,Nurturing,Reply@New World Realty.com,0.06
Entergy,Contacted,Reply@Entergy.com,0.06
Happy Bear Investment,Referral,Reply@Happy Bear Investment.com,0.06
Total Quality,Contacted,Reply@Total Quality.com,0.06
Johnson Controls,Contacted,Reply@Johnson Controls.com,0.06
Duke Energy,In Progress,Reply@Duke Energy.com,0.06
Iron Mountain,Warm ,Reply@Iron Mountain.com,0.06
DRS Technologies,Referral,Reply@DRS Technologies.com,0.06
Dr Pepper Snapple Group,New,Reply@Dr Pepper Snapple Group.com,0.06
Del Monte Foods,Warm ,Reply@Del Monte Foods.com,0.06
Monk Home Loans,New,Reply@Monk Home Loans.com,0.06
Afforda,New,Reply@Afforda.com,0.06
Applied Industrial Technologies,Warm ,Reply@Applied Industrial Technologies.com,0.06
International Game Technology (IGT),Nurturing,Reply@International Game Technology (IGT).com,0.06
Dominion Resources,Closed-Lost,Reply@Dominion Resources.com,0.06
Strong Life,Closed-Lost,Reply@Strong Life.com,0.06
Big Lots,Referral,Reply@Big Lots.com,0.06
Romp,New,Reply@Romp.com,0.06
Houchens Industries,Referral,Reply@Houchens Industries.com,0.06
Solution Realty,In Progress,Reply@Solution Realty.com,0.06
Reliable Garden Management,Closed-Lost,Reply@Reliable Garden Management.com,0.06
Komerci,Disqualified,Reply@Komerci.com,0.06
Asiatic Solutions,Negotiation,Reply@Asiatic Solutions.com,0.06
Infinity Investment Plan,Warm ,Reply@Infinity Investment Plan.com,0.06
Red Fox Tavern,Nurturing,Reply@Red Fox Tavern.com,0.06
Infinite Wealth Planners,Nurturing,Reply@Infinite Wealth Planners.com,0.06
Bank of China,Disqualified,Reply@Bank of China.com,0.05666666666666667
Chili's,Referral,Reply@Chili's.com,0.056666666666666664
Beckman Coulter,In Progress,Reply@Beckman Coulter.com,0.05533333333333333
Discovery Channel,Warm ,Reply@Discovery Channel.com,0.05516666666666667
Boost Juice,Nurturing,Reply@Boost Juice.com,0.055
Haigh's chocolates,Closed-Lost,Reply@Haigh's chocolates.com,0.055
Brambles Industries,Negotiation,Reply@Brambles Industries.com,0.055
Baidu,Cold,Reply@Baidu.com,0.055
Jones Soda Co.,Qualified,Reply@Jones Soda Co..com,0.055
United Way,Disqualified,Reply@United Way.com,0.055
Ford Motor Company,Reengaged,Reply@Ford Motor Company.com,0.05333333333333334
Lavipharm,Referral,Reply@Lavipharm.com,0.05333333333333334
U.S. Bancorp,Qualified,Reply@U.S. Bancorp.com,0.05333333333333333
Baby Mild,Closed-Lost,Reply@Baby Mild.com,0.05333333333333333
Dow Jones & Company,In Progress,Reply@Dow Jones & Company.com,0.05333333333333333
Bushmaster Firearms International,Closed-Lost,Reply@Bushmaster Firearms International.com,0.05
Swarovski,Referral,Reply@Swarovski.com,0.05
Boomer,Contacted,Reply@Boomer.com,0.05
Chimay,Reengaged,Reply@Chimay.com,0.05
BjÃ¶rn Borg,New,Reply@BjÃ¶rn Borg.com,0.05
Sydney Ferries Corporation,Disqualified,Reply@Sydney Ferries Corporation.com,0.05
Sylvan Learning Center,Nurturing,Reply@Sylvan Learning Center.com,0.05
Biolage,Proposal Sent,Reply@Biolage.com,0.05
Sun Chips,On-hold,Reply@Sun Chips.com,0.05
Softsoap,Qualified,Reply@Softsoap.com,0.05
Suave,Cold,Reply@Suave.com,0.05
Bravox,Reengaged,Reply@Bravox.com,0.05
Calvin Klein,Referral,Reply@Calvin Klein.com,0.05
Infinite Wealth,Cold,Reply@Infinite Wealth.com,0.05
Carfax,Disqualified,Reply@Carfax.com,0.05
Socedad QuÃ­mica y Minera de Chile,Nurturing,Reply@Socedad QuÃ­mica y Minera de Chile.com,0.05
Independent Investors,Warm ,Reply@Independent Investors.com,0.05
Celesc,Qualified,Reply@Celesc.com,0.05
Spencer,Disqualified,Reply@Spencer.com,0.05
CRSanjiu,Referral,Reply@CRSanjiu.com,0.05
Bazooka,Referral,Reply@Bazooka.com,0.05
Cartoon Network Studios,Negotiation,Reply@Cartoon Network Studios.com,0.05
CJ,Disqualified,Reply@CJ.com,0.05
Spray ân Wash,Closed-Lost,Reply@Spray ân Wash.com,0.05
BÃ¶hler-Uddeholm,Reengaged,Reply@BÃ¶hler-Uddeholm.com,0.05
St. Ive's,Proposal Sent,Reply@St. Ive's.com,0.05
Stanley Black & Decker,Contacted,Reply@Stanley Black & Decker.com,0.05
Cerpinha,New,Reply@Cerpinha.com,0.05
Bulmers,Closed-Lost,Reply@Bulmers.com,0.05
Canadian National Railway,Qualified,Reply@Canadian National Railway.com,0.05
Streets,Cold,Reply@Streets.com,0.05
CNN,Nurturing,Reply@CNN.com,0.05
BOTOX,New,Reply@BOTOX.com,0.05
Barbie,Reengaged,Reply@Barbie.com,0.05
Friendly Advice,Negotiation,Reply@Friendly Advice.com,0.05
Alitalia,In Progress,Reply@Alitalia.com,0.05
Akubra,Referral,Reply@Akubra.com,0.05
Trojan,On-hold,Reply@Trojan.com,0.05
FreeWave Technologies,Closed-Lost,Reply@FreeWave Technologies.com,0.05
Aerosoles,Referral,Reply@Aerosoles.com,0.05
Twitter,Qualified,Reply@Twitter.com,0.05
UGL Limited,Closed-Lost,Reply@UGL Limited.com,0.05
UPM-Kymmene,Disqualified,Reply@UPM-Kymmene.com,0.05
ANCA,Contacted,Reply@ANCA.com,0.05
AAdvantage,Referral,Reply@AAdvantage.com,0.05
Ground Round,Nurturing,Reply@Ground Round.com,0.05
Up,On-hold,Reply@Up.com,0.05
Urban Outfitters,Nurturing,Reply@Urban Outfitters.com,0.05
Hastings Entertainment,Nurturing,Reply@Hastings Entertainment.com,0.05
Hawaiian Airlines,Referral,Reply@Hawaiian Airlines.com,0.05
Usiminas,Proposal Sent,Reply@Usiminas.com,0.05
361°,New,Reply@361°.com,0.05
Zoo York,Qualified,Reply@Zoo York.com,0.05
Castle Realty,Cold,Reply@Castle Realty.com,0.05
Hunt Petroleum,Negotiation,Reply@Hunt Petroleum.com,0.05
Victrex,On-hold,Reply@Victrex.com,0.05
Allsteel,Nurturing,Reply@Allsteel.com,0.05
Earthworks Yard Maintenance,Proposal Sent,Reply@Earthworks Yard Maintenance.com,0.05
facebook,Disqualified,Reply@facebook.com,0.05
Electric Boat,Contacted,Reply@Electric Boat.com,0.05
Bank of Communications,Disqualified,Reply@Bank of Communications.com,0.05
Banestes,Cold,Reply@Banestes.com,0.05
Talbots,Warm ,Reply@Talbots.com,0.05
Tang,Warm ,Reply@Tang.com,0.05
Tanishq,Proposal Sent,Reply@Tanishq.com,0.05
Back to Basics,Qualified,Reply@Back to Basics.com,0.05
Landskip Yard Service,Nurturing,Reply@Landskip Yard Service.com,0.05
BASF,Cold,Reply@BASF.com,0.05
First Choice Yard Help,Cold,Reply@First Choice Yard Help.com,0.05
